608,Australia,Sydney,-33.86785,151.2073212,1,悉尼
609,Australia,Melbourne,-37.8139966,144.9633179,58,墨尔本
610,Australia,Perth,-31.9333333,115.8333359,32,珀斯
611,Australia,Adelaide,-34.9333333,138.6000061,65,阿德莱德
612,Australia,Brisbane,-27.4679357,153.0280914,15,布里斯班
613,Australia,Gold Coast,-28,153.4333344,1,黄金海岸
614,Australia,Newcastle,-32.9271484,151.776474,1,纽卡斯尔
615,Australia,Canberra,-35.2834625,149.128067,609,堪培拉
616,Australia,Wollongong,-34.4333333,150.8833313,26,卧龙岗
617,Australia,Geelong,-38.1471126,144.3607025,0,吉隆
618,Australia,Cairns,-16.9166667,145.7666626,1,凯恩斯
619,Australia,Geelong West,-38.1333333,144.3500061,0,吉隆西部
620,Australia,Townsville,-19.25,146.8000031,1,汤斯维尔
621,Australia,Albury,-36.0833333,146.9166718,170,阿尔伯里
622,Australia,Nowra,-34.8833333,150.6000061,1,诺拉
623,Australia,Darwin,-12.4611337,130.8418427,0,达尔文
624,Australia,Toowoomba,-27.55,151.9666595,560,图文巴
625,Australia,Ballarat,-37.5666667,143.8500061,465,巴拉拉特
626,Australia,Bendigo,-36.7666667,144.2833405,234,本迪戈
627,Australia,Mackay,-21.15,149.1999969,0,麦凯
628,Australia,Mandurah,-32.55,115.6999969,1,曼都拉
629,Australia,Launceston,-41.45,147.1666718,105,朗塞斯顿
630,Australia,Rockhampton,-23.3833333,150.5,2,罗克汉普顿
631,Australia,Coffs Harbour,-30.3,153.1333313,8,咖啡港
632,Australia,South Brisbane,-27.4833333,153.0166626,17,南布里斯班
633,Australia,Wagga Wagga,-35.1166667,147.3666687,148,瓦加瓦加
634,Australia,Bundaberg,-24.85,152.3500061,7,邦达伯格
635,Australia,Port Macquarie,-31.4333333,152.9166718,0,麦格理港
636,Australia,Mildura,-34.2,142.1499939,60,米尔杜拉
637,Australia,Hobart,-42.9166667,147.3333282,151,霍巴特
638,Australia,Torquay,-25.2833333,152.8666687,0,托基
639,Australia,Mooloolaba,-26.6833333,153.1166687,0,穆卢拉巴
640,Australia,Taree,-31.9,152.4666595,56,塔里
641,Australia,Cranbourne,-38.1,145.2833405,1,克蓝本
642,Australia,Caloundra,-26.8,153.1333313,1,卡伦德拉
643,Australia,Tamworth,-31.1,150.9333344,545,塔姆沃思
644,Australia,Kalgoorlie,-30.75,121.4666672,469,卡尔古利
645,Australia,Shepparton,-36.3833333,145.3999939,132,谢帕顿
646,Australia,Melton,-37.6833333,144.5833282,128,梅尔顿
647,Australia,Queanbeyan,-35.35,149.2333374,609,魁北安
648,Australia,Wodonga,-36.1166667,146.8833313,153,沃东加
649,Australia,Lismore,-28.8135438,153.277298,130,利斯莫尔
650,Australia,Gladstone,-23.85,151.25,1,格莱斯顿
651,Australia,Orange,-33.2833333,149.1000061,652,橙色
652,Australia,Warrnambool,-38.3833333,142.4833374,1,瓦尔南波尔
653,Australia,Sunbury,-37.5833333,144.7333374,197,桑伯里
654,Australia,Dubbo,-32.25,148.6166687,304,杜博
655,Australia,Geraldton,-28.7666667,114.5999985,2,杰拉尔顿
656,Australia,Bunbury,-33.3333333,115.6333313,1,班伯里
657,Australia,Alice Springs,-23.7,133.8833313,609,爱丽丝·斯普林斯
658,Australia,Palmerston,-12.4860237,130.9832916,6,帕默斯顿
659,Australia,Albany,-35.0169444,117.8916702,85,奥尔巴尼
660,Australia,Mount Gambier,-37.8333333,140.7666626,82,甘比亚山
661,Australia,Armidale,-30.5166667,151.6499939,1014,阿米代尔
662,Australia,Mount Isa,-20.7333333,139.5,438,伊萨山
663,Australia,Caboolture,-27.0833333,152.9499969,66,卡布尔
664,Australia,Goulburn,-34.75,149.7166595,563,古尔伯恩
665,Australia,Mornington,-38.2166667,145.0333405,1,莫宁顿
666,Australia,Maryborough,-25.5333333,152.6999969,4,马里伯勒
667,Australia,Kwinana,-32.25,115.7666702,24,奎纳纳
668,Australia,Burnie,-41.0666667,145.9166718,1,伯尼
669,Australia,Brunswick,-37.7666667,144.9666595,129,布伦瑞克
670,Australia,Craigieburn,-37.6,144.9499969,156,克雷吉伯恩
671,Australia,Whyalla,-33.0333333,137.5833282,1,维亚拉
672,Australia,Echuca,-36.1333333,144.75,73,埃丘卡
673,Australia,Devonport,-41.1666667,146.3500061,1,德文波特
674,Australia,Roebourne,-20.7833333,117.1333313,11,罗伯恩
675,Australia,Hornsby,-33.7,151.1000061,163,霍恩斯比
676,Australia,Katoomba,-33.7,150.3000031,720,卡图姆巴
677,Australia,Surfers Paradise,-28.0027378,153.4299927,1,冲浪者天堂
678,Australia,Traralgon,-38.1833333,146.5333405,119,特拉尔贡
679,Australia,Murray Bridge,-35.1166667,139.2666626,10,默里桥
680,Australia,Nerang,-27.9833333,153.3333282,49,奈蕴
681,Australia,Forster,-32.1666667,152.5166626,0,福斯特
682,Australia,Broken Hill,-31.95,141.4333344,305,断山
683,Australia,Karratha,-20.7291441,116.8547058,1,卡拉沙
684,Australia,South Grafton,-29.7,152.9499969,78,南格拉夫顿
685,Australia,Cessnock,-32.8333333,151.3500061,152,塞斯诺克
686,Australia,Gawler,-34.6,138.7333374,72,张口结舌的
687,Australia,Deception Bay,-27.2,153.0333405,3,欺骗湾
688,Australia,Griffith,-34.2833333,146.0333405,117,格里菲斯
689,Australia,Buderim,-26.6833333,153.0500031,43,布德林姆
690,Australia,Nambour,-26.6333333,152.9499969,139,南博
691,Australia,Crafers,-35,138.6999969,303,克莱弗
692,Australia,Sawtell,-30.3833333,153.1000061,0,索泰尔
693,Australia,Kingston,-42.9666667,147.3166656,23,金斯敦
694,Australia,Port Hedland,-20.3166667,118.5666656,0,黑德兰港
695,Australia,Ballina,-28.8666667,153.5666656,1,巴利纳
696,Australia,Wangaratta,-36.3666667,146.3333282,148,旺加拉塔
697,Australia,Port Augusta,-32.5,137.7666626,7,奥古斯塔港
698,Australia,Singleton,-32.5666667,151.1833344,154,独生子女
